DECLARATION  EDT 150ML;913;1370;0;3432240502100;CARTIER
DECLARATION PARFUM 50 ML;643;965;0;3432240501868;CARTIER
DECLARATION PARFUM 100ML;940;1410;0;3432240501875;CARTIER
PASHA PARFUM 50 ML;643;965;0;3432240504203;CARTIER
BAISER VOLE PARFUM 50 ML;798;1197;0;3432240505903;CARTIER
BAISER VOLE PARFUM 100 ML;1080;1620;0;3432240505897;CARTIER
COFFRET LAPANTHERE EDP 75 ML;989;1483;0;3432240505835;CARTIER
DECLARATION ESSENCE 50 ML;526;789;0;3432240502094;CARTIER
PASHA PARFUM 100 ML;940;1410;0;3432240504197;CARTIER
COFFRET CK ONE EDT 100 ML;412;617;0;3616303454944;CALVIN KLEIN
H24 EAU DE TOILETTE 50 ML;484;728;1;3346133500046;HERMES
H24 EAU DE TOILETTE 100 ML;646;971;1;3346133500022;HERMES
 TOM FORD MATALLIQUE 50 ML;1037;1556;0;888066089272;TOM FORD
TOM FORD METALLIQUE 100ML;1468;2202;0;888066089289;TOM FORD
TOM FORD OMBRE LEATHER 100 ML;1496;2245;0;888066075145;TOM FORD
TOM FORD COSTA AZZURRA EDP 50 ML;902;1354;3;888066117463;TOM FORD
COSTA AZZURA 100 ML;1272;1908;1;888066117470;TOM FORD
TOM FORD BLACK ORCHID PARFUM 50 ML;1037;1556;2;888066112734;TOM FORD
TOM FORD BLACK ORCHID PARFUM 100 ML;1468;2202;1;888066112727;TOM FORD
TOM FORD  BLACK ORCHID 30 ML;605;907;0;888066000055;TOM FORD
TOM FORD BLACK ORCHID 50 ML;902;1354;0;888066000062;TOM FORD
TOM FORD ORCHID EDP 100ML;1496;2245;1;888066000079;TOM FORD
TOM FORD EAU DE SOLEIL BLANC 50 ML;902;1354;0;888066075084;TOM FORD
BEAU DE JOUR EDP 50 ML;982;1472;0;888066103886;TOM FORD
BEAU DE JOUR EDP 100 ML;1390;2085;2;888066103909;TOM FORD
BOSS BOTTLED EDT 50 ML;494;741;0;737052351018;BOSS
BOSS BOTTLED EDT 100 ML;670;1005;0;737052351100;BOSS
BOSS THE SCENT EDT 100 ML;670;1005;0;737052972305;BOSS
BOSS BOTTLED EDP 100 ML;738;1107;0;3614229828535;BOSS
BOSS BOTTLED EDP200 ML;950;1426;1;3614229828542;BOSS
BOSS INFINITE EDP 50 ML;494;742;0;3614228220903;BOSS
BOSS INFINITE EDP 100 ML;700;1050;0;3614228220897;BOSS
BOSS INFINITE EDP 200 ML;913;1370;0;3614228220880;BOSS
BOSS THE SCENT FOR HER EDP 50 ML;608;913;0;8005610298894;BOSS
BOSS THE SCENT FOR HER EDP 100 ML;868;1302;0;8005610298924;BOSS
BOSS THE SCENT PRIVATE ACCORD 30 ML;457;686;0;3614227391796;BOSS
BOSS THE SCENT ABSOLUTE EDP 50 ML;670;1005;0;3614228719025;BOSS
BOSS THE SCENT ABSOLUTE EDP 100 ML;950;1426;0;3614228719032;BOSS
BOSS ALIVE EDP 30ML;480;720;0;3614229371628;BOSS
BOSS ALIVE EDP 80ML;829;1244;0;3614228830393;BOSS
MA VIE EDP 30 ML;409;584;0;737052802749;BOSS
MA VIE EDP  75 ML;690;1036;0;737052802800;BOSS
MA VIE INTENSE EDP 75 ML;733;1099;0;8005610295138;BOSS
COFFRET BOSS THE SCENT 100 ML;668;1003;-1;3616303428594;BOSS
COFFRET HUGO MAN EDT ;535;803;0;3616303428648;BOSS
BOSS THE SCENT ABSOLUTE 30 ML;494;742;0;3614228719018;BOSS
MR BURBERRY EDT 100 ML;677;1016;2;5045456747685;BURBERRY
HERO EDT 50 ML;544;816;0;3614229820782;BURBERRY
HERO EDT 100 ML;754;1131;0;3614229820799;BURBERRY
HERO EDT 150 ML;920;1381;0;3614229820805;BURBERRY
HER BLOSSOM EDT 50 ML;563;845;0;3614228236362;BURBERRY
HER EDP 30 ML;434;652;0;3614227693241;BURBERRY
HER INTENSE EDP 30 ML;480;720;-1;3614229370737;BURBERRY
HER INTENSE EDP 50 ML;685;1028;0;3614229370713;BURBERRY
RUN WILD HER EDP 50 ML;412;618;0;3614227880245;DAVIDOFF
COOL WATER EDT 75 ML;358;537;0;3414202000565;DAVIDOFF
COOL WATER WOMAN 30 ML;284;427;1;3414202011820;DAVIDOFF
COOL WATER WOMAN 50 ML;378;597;0;3414202011769;DAVIDOFF
COOL WATER WOMAN 100 ML;529;794;0;3414202011752;DAVIDOFF
COOL WATER PARFUM 50 ML;419;627;0;3614229387087;DAVIDOFF
COOL WATER PARFUM HER 100 ML;548;823;1;3614229387094;DAVIDOFF
COOL WATER INTENSE HER 100 ML;556;834;1;3614228174435;DAVIDOFF
THE GAME EDT60 ML;412;618;0;3607341186478;DAVIDOFF
THE GAME EDT 100 ML;533;800;0;3607341186805;DAVIDOFF
HORIZON EDT 75 ML;464;697;0;3614220080574;DAVIDOFF
HORIZON EDT 125ML;586;879;2;3614220080499;DAVIDOFF
COFFRET DAVIDOFF EDT ;342;513;0;3616303806019;DAVIDOFF
CK WOMEN INTENSE EDP 50 ML;670;1005;0;3614228192729;CALVIN KLEIN
CK WOMEN EDP 100ML;882;1326;0;3614228192682;CALVIN KLEIN
DEFY EDT 50 ML;457;686;0;3616301296683;CALVIN KLEIN
DEFY EDT 100 ML;608;913;0;3616301296669;CALVIN KLEIN
BLUSH 100 ML;742;1113;1;3614229392210;CALVIN KLEIN
INTENSE MEN 100ML;640;960;0;088300193530;CALVIN KLEIN
EUPHORIA MEN 30 ML;328;492;0;088300187409;CALVIN KLEIN
EUPHORIA MEN 50 ML;464;697;0;088300178322;CALVIN KLEIN
OBSESSED WOMEN EDP 50 ML;514;771;0;3614224481018;CALVIN KLEIN
OBSESSED MEN EDT 125 ML;556;834;0;3614224480615;CALVIN KLEIN
CK ONE EDP 100 ML;479;719;0;3616301781127;CALVIN KLEIN
ETERNITY EDT 50 ML;412;617;0;088300605309;CALVIN KLEIN
ETERNITY WOMEN 100 ML;631;947;0;088300101405;CALVIN KLEIN
MAGNOLIA INFINITA 180 ML;2069;3103;2;8028713813344;AQUA DI PARMA
LINTERDIT EDT 35 ML;506;760;0;3274872441965;GIVENCHY
LINTERDIT EDT 50 ML;696;1044;0;3274872441972;GIVENCHY
LINTERDIT EDT 80 ML ;851;1276;0;3274872441989;GIVENCHY
EAU DE BASILIC POURPRE 100 ML;673;1010;3;3346130000020;HERMES
EAU DE BASILIC POURPRE 200 ML;916;1373;0;3346130000037;HERMES
CARTIER DECLARATION FRAICHEUR 100 ML;784;1175;0;3432240505293;CARTIER
MATCH POINT EDP 50 ML;552;828;0;3616302013340;LA COSTE
MATCH POINT EDP 100 ML;736;1104;0;3616302013357;LA COSTE
MATCH POINT EDT 50 ML;479;719;0;3614229371512;LA COSTE
MATCH POINT EDT 100 ML;638;958;0;3614229371543;LA COSTE
LHOMME EDT 50 ML;462;693;0;8005610521183;LA COSTE
L.12.12 BLANC;404;607;0;737052895956;LA COSTE
L.12.12 POUR ELLE ;442;663;0;8005610266435;LA COSTE
L.12.12 NOIR INTENSE 50 ML;403;605;0;737052896106;LA COSTE
L.12.12.NOIR INTENSE 100 ML;510;765;0;737052662664;LA COSTE
L.12.12 POUR LUI 100 ML;519;774;0;8005610266831;LA COSTE
EVERLASTING FDT MAT N105.5W;342;531;0;3380810402728;CLARINS
EVERLASTING FDT MAT 112.7W;342;531;0;3380810402865;CLARINS
EVERLASTING FDT MAT 107C;342;531;1;3380810402742;CLARINS
EVERLASTING FDT MAT 108W;342;531;0;3380810402759;CLARINS
EVERLASTING FDT MAT 109C;342;531;0;3380810402780;CLARINS
EVERLASTING FDT MAT 110.5W;342;531;0;3380810402810;CLARINS
EVERLASTING FDT MAT 111N;342;531;0;3380810402827;CLARINS
EVERLASTING FDT MAT 112.5W;342;531;1;3380810402858;CLARINS
EVERLASTING FDT MAT 114.3W;342;531;1;3380810402896;CLARINS
EVERLASTING FDTMAT 116.5W;342;531;1;3380810402933;CLARINS
EVERLASTING YOUTH FLUID 105.5;316;549;0;3380810319507;CLARINS
EVERLASTING YOUTH FLUID 106;316;549;0;3380810318722;CLARINS
EVERLASTING YOUTH FLUID 107;316;549;0;3380810318739;CLARINS
EVERLASTING YOUTH FLUID 108.3;316;549;0;3380810318753;CLARINS
EVERLASTING YOUTH FLUID 109;316;549;0;3380810318777;CLARINS
EVERLASTING YOUTH FLUID 111;316;549;1;3380810319514;CLARINS
EVERLASTING YOUTH FLUID 112.3;316;549;2;3380810318814;CLARINS
EVERLASTING YOUTH FLUID 113;316;549;1;3380810318821;CLARINS
SKIN ILLUSION VELVET 103N;320;481;1;3380810482362;CLARINS
SKIN ILLUSION VELVET 105.5W;320;481;1;3380810482386;CLARINS
SKIN ILLUSION VELVET 107C;320;481;0;3380810482416;CLARINS
SKIN ILLUSION VELVET 108.3 N;320;481;0;3380810482430;CLARINS
SKIN ILLUSION VELVET 109 C;320;481;1;3380810482454;CLARINS
SKIN ILLUSION VELVET 110.5W;320;481;0;3380810483413;CLARINS
SKIN ILLUSION VELVET 110N;320;481;2;3380810482461;CLARINS
SKIN ILLUSION VELVET 112.3N;320;481;0;3380810482508;CLARINS
SKIN ILLUSION VELVET 112.5W;320;481;2;3380810483437;CLARINS
SKIN ILLUSION VELVET 113C;320;481;2;3380810482515;CLARINS
SKIN ILLUSION 103;320;481;-1;3380810234299;CLARINS
SKIN ILLUSION 105;320;481;0;3380810234305;CLARINS
SKIN ILLUSION 108;320;481;0;3380810234336;CLARINS
SKIN ILLUSION 108.3;320;481;0;3380810234343;CLARINS
SKIN ILLUSION 112.3;320;481;2;3380810234404;CLARINS
SKIN ILLUSION 113;320;481;0;3380810234428;CLARINS
EVERLASTING CONCEALER 00;221;341;0;3380810405873;CLARINS
EVERLASTING CONCEALER 02;221;341;0;3380810405897;CLARINS
EVERLASTING CONCEALER 04;221;341;2;3380810405910;CLARINS
SOS PRIMER 02;247;384;0;3380810185355;CLARINS
SOS PRIMER 05;247;384;0;3380810185386;CLARINS
SOS PRIMER 04;247;384;0;3380810185379;CLARINS
MILKY BOOST 03;286;429;0;3380810368949;CLARINS
MILKY BOOST 04;286;429;0;3380810368956;CLARINS
MILKY BOOST 05;286;429;0;3380810368963;CLARINS
FIX MALE UP;224;378;0;3380810040692;CLARINS
EVERLASTING COMPACT TEINT 107;335;503;0;3380810158434;CLARINS
EVERLASTING COMPACT 108 ;335;503;1;3380810158441;CLARINS
EVERLASTING COMPACT 109;335;502;0;3380810158458;CLARINS
EVERLASTING COMPACT 110;335;503;0;3380810158465;CLARINS
EVERLASTING COMPACT 112;335;503;1;3380810158472;CLARINS
SKIN ILLUSION FDT POUDRE LIBRE 107;320;481;0;3380810071696;CLARINS
SKIN ILLUSION FDT POUDRE 108;320;481;0;3380810071702;CLARINS
SKIN ILLUSION FDT POUDRE LIBRE 110;320;481;1;3380810071726;CLARINS
SKIN ILLUSION FDT POUDRE 112;320;481;1;3380810071733;CLARINS
SKIN ILLUSION FDT POUDRE 114;320;481;1;3380810071740;CLARINS
JOLI ROUGE PAPAYA 711;191;287;1;3380814435012;CLARINS
JOLI ROUGE 713 HOT PINK;191;287;0;3380814435111;CLARINS
JOLI ROUGE RASPBERRY 723;191;287;2;3380814435319;CLARINS
JOLI ROUGE RED ORANGE 741;191;287;0;3380814435913;CLARINS
JOLI ROUGE 742;191;287;0;3380814436019;CLARINS
JOLI ROUGE 754;191;287;1;3380810156768;CLARINS
JOLI ROUGE 756;191;287;0;3380810156782;CLARINS
JOLI ROUGE 760;191;287;1;3380810191486;CLARINS
JOLI ROUGE 761;191;287;2;3380810191493;CLARINS
JOLI ROUGE VELVET 705;191;287;1;3380810191394;CLARINS
JOLI ROUGR VELVET 711;191;287;2;3380810249231;CLARINS
JOLI ROUGE 762;191;287;2;3380810268386;CLARINS
JOLI ROUGE VELVET 723;191;287;0;3380810249217;CLARINS
JOLI ROUGE VELVET 732;191;287;0;3380810191387;CLARINS
JOLI ROUGE VELVET 738;191;287;2;3380810249262;CLARINS
JOLI ROUGE VELVET 741;191;287;2;3380810249255;CLARINS
JOLI ROUGE VELVET 742;191;287;0;3380810191356;CLARINS
JOLI ROUGE VELVET 744;191;287;0;3380810191370;CLARINS
JOLI ROUGR VELVET 737;191;287;1;3380810249187;CLARINS
JOLI ROUGE VELVET 752;191;287;1;3380810249170;CLARINS
JOLI ROUGE VELVET 754;191;287;1;3380810191363;CLARINS
JOLI ROUGE VELVET 757;191;287;0;3380810191400;CLARINS
JOLI ROUGE VELVET 760;191;287;2;3380810191431;CLARINS
JOLI ROUGE VELVET 761;191;287;2;3380810191448;CLARINS
JOLI ROUGE VELVET 706;191;287;0;3380810382518;CLARINS
JOLI ROUGE VRLVET 751;191;287;0;3380810382532;CLARINS
JOLI ROUGE 753;191;287;0;3380810382525;CLARINS
JOLI ROUGE VELVET 756;191;287;0;3380810249248;CLARINS
JOLI ROUGE VELVET 758;191;287;0;3380810191417;CLARINS
JOLI ROUGE VELVET 762;191;287;1;3380810268423;CLARINS
COFFRET HERO EDT 100 ML;828;1242;0;3616302932221;BURBERRY
COFFRET TWILLY DHERMES EAU GINGER EDP 50 ML;617;926;0;3346130012108;HERMES
COFFRET H 24 EDT 100 ML;647;971;0;3346130012085;HERMES
COFFRET  EAU DE SAUVAGE  EDT 100 ML ;819;1230;0;3348901588096;DIOR
TERRE DHERMES EAU GINGER 50 ML;528;792;0;3346130012375;HERMES
TERRE DHERMES EAU GIVREE;714;1071;0;3346130012245;HERMES
CHERRY IN JAPAN 50 ML;348;522;0;3616302023806;ESCADA
CHERRY IN JAPAN 100 ML;557;836;0;3616302023790;ESCADA
COFFRET MATCH POINT EDT 100 ML;641;958;0;3616303030582;LA COSTE
EAU SAUVAGE  PARFUM 50 ML;630;945;0;3348901363471;DIOR
EAU SAUVAGE PARFUM 200 ML;1221;1831;0;3348901363495;DIOR
EAU SAUVAGE COLOGNE 50 ML;538;807;2;3348901251020;DIOR
EAU SAUVAGE COLOGNE 100 ML;808;1212;1;3348901251037;DIOR
EAU SAUVAGE EDT 50 ML;593;890;2;3348900627505;DIOR
JOY EDP 90 ML;1096;1644;0;3348901419093;DIOR
SAUVAGE EDP 200ML;1406;2108;0;3348901428545;DIOR
SAUVAGE EDT 200 ML;1221;1831;0;3348901321129;DIOR
SAUVAGE COOL SPRAY 100 ML;609;913;0;3348901352314;DIOR
SAUVAGE GEL DE RASAGE 125ML;365;548;2;3348901512619;DIOR
JADORE ABSOLU 75 ML;986;1478;0;3348901396387;DIOR
BRUME POUR LE CORPS 100 ML;415;623;0;3348901387330;DIOR
HUILE SECHE CORPS ET CHEVEUX 150 ML;467;701;0;3348901460002;DIOR
HUILE DE DOUCHE 200 ML;386;578;0;3348901471428;DIOR
INFINISSIME EDP 50 ML;889;1333;0;3348901521406;DIOR
DEODORANT  100 ML;369;553;0;3348900852655;DIOR
JADORE EDT 100 ML;992;1488;1;3348901296632;DIOR
COOFRET JADORE EDP 100 ML;1213;1819;1;3348901637145;DIOR
COFFRET JADORE INFINISSIME 50 ML EDP;896;1344;0;3348901636940;DIOR
MISS DIOR HUILE DE ROSE 100 ML;453,6;677;0;3348901387347;DIOR
POISON GIRL UNEXEPTED EDT 50 ML;666;999;0;3348901392457;DIOR
POISON GIRL UNEXEPTED 100 ML;924;1386;0;3348901393119;DIOR
MISS DIOR EDT 50 ML;666;999;0;3348901419345;DIOR
DIORHOMME EDT 50 ML;593;890;0;3348901419130;DIOR
DIOR HOMME EDT 100 ML;808;1212;0;3348901419147;DIOR
DIOR HOMME BAUME APRES RASAGE 100 ML;431;647;2;3348901484879;DIOR
DEODORANT STICK DIOR HOMME ;282;423;0;3348901484893;DIOR
DIOR HOMME DEODORANT SPRAY;297;445;0;3348901484909;DIOR
MISS DIOR ROSE NROSES 50 ML;725;1087;0;3348901500821;DIOR
MISS DIOR ROSE NROSES 150 ML;1125;1687;0;3348901561365;DIOR
HAND GEL MISS DIOR;312;468;0;3348901576376;DIOR
DIOR HOMME EAUDE TOILETTE 150 ML;963;1444;0;3348901544092;DIOR
POISON GIRL 50 ML;666;999;0;3348901345729;DIOR
POISON GIRL 100 ML EDT ;924;1386;0;3348901345736;DIOR
DOLCE VITA;924;1386;0;3348900236738;DIOR
DIOR HOMME COLOGNE 75 ML;688;1030;3;3348901126342;DIOR
DIOR HOMME COLOGNE 125 ML ;966;1449;1;3348901126359;DIOR
JOLI ROUGE LACQUER 742;191;287;-1;3380810268263;CLARINS
JOLI ROUGE LACQUER 744;191;287;-1;3380810268331;CLARINS
JOLI ROUGE LACQUER 760;191;287;0;3380810268355;CLARINS
JOLI ROUGE LACQUER 761;191;287;1;3380810268362;CLARINS
JOLI ROUGE LCQUER 762;191;287;1;3380810268270;CLARINS
LIPS MILKY  02;175;263;0;3380810368864;CLARINS
LIPS MILKY 03;175;263;0;3380810368871;CLARINS
LIPS MILKY 04;175;263;0;3380810368888;CLARINS
LIPS MILKY 05;175;263;0;3380810368895;CLARINS
LIPS MILKY 06 ;175;263;1;3380810368901;CLARINS
LIP EMBELLISSEUR 01;136;218;0;3380810346329;CLARINS
LIPEMBELLISEUR 02;136;218;2;3380810346336;CLARINS
LIP EMBELLISEUR 05;136;218;1;3380810346343;CLARINS
LIP EMBELISSEUR 06;136;218;0;3380810346350;CLARINS
LIP EMBELLISEUR 07;136;218;0;3380810346367;CLARINS
LIP EMBELLISEUR 08;136;218;0;3380810346374;CLARINS
LIP EMBELLISSEUR 18;136;218;0;3380810309621;CLARINS
LIP EMBELLISSEUR VELVET MAT 04;137;218;0;3380810382457;CLARINS
LIP EMBELLISSEUR VELVET MAT 03;137;218;0;3380810382440;CLARINS
JOLI ROUGE CRAYON 742;164;247;1;3380810382471;CLARINS
JOLI ROUGE CRAYON  744;164;247;0;3380810382488;CLARINS
CRAYON LEVRES 05;126;189;1;3380810156799;CLARINS
CRAYON LEVRES 07;126;189;0;3380810191592;CLARINS
CRAYON LEVRES 06;126;189;1;3380810156805;CLARINS
LIP OIL INTENSE 02;156;281;1;3380810365825;CLARINS
LIP OIL INTENSE 06;179;276;0;3380810365863;CLARINS
LIP OIL INTENSE 07;179;276;0;3380810365870;CLARINS
LIP OIL 01;224;337;2;3666057037429;CLARINS
LIP COMFORT OIL 05;156;281;0;3666057037467;CLARINS
LIP OIL 04;224;337;1;3666057037450;CLARINS
LIP OIL 09;224;337;2;3666057037498;CLARINS
MY CLARINS LOVELY GLOSS N 01*;137;195;0;3380810421064;CLARINS
MY SWEETY BALM;137;195;0;3380810421118;CLARINS
MY CLARINS LOVELY GLOSS N02*;137;195;1;3380810421071;CLARINS
TEINT EVER LOOSE POWDER 01;305;458;1;3380810482928;CLARINS
TEINT EVER LOOSE POWDER 02;305;458;0;3380810482935;CLARINS
TEINT MATTE LOOSE POWDER 03;305;458;2;3380810482942;CLARINS
OMBRE SPARKLE 101;202;303;1;3380810283341;CLARINS
OMBRE SPARKLE 102;202;303;1;3380810283358;CLARINS
OMBRE SPARKLE 103;202;303;2;3380810283365;CLARINS
JOLI BLUSH 03;274;423;0;3380810309362;CLARINS
JOLI BLUSH 04;274;423;1;3380810309379;CLARINS
JOLI BLUSH 05;274;423;-1;3380810309386;CLARINS
JOLI BLUSH 06;274;423;0;3380810309393;CLARINS
JOLI BLUSH 08;274;423;0;3380810309416;CLARINS
WATER PROOF PENCIL 02;133;229;0;3380810416862;CLARINS
WATER PROOF PENCIL 03;133;229;1;3380810269369;CLARINS
WATER PROOF PENCIL 04;133;229;2;3380810269376;CLARINS
WATER PROOF PENCIL 06;133;229;2;3380810269390;CLARINS
MASCARA VOLUME ;214;344;0;3380810313741;CLARINS
MASCARA LIFT ;214;344;0;3380810483673;CLARINS
MASCARA 4 D;214;344;0;3380810269413;CLARINS
CRAYON YEUX KHOL 01;148;221;0;3380810313802;CLARINS
4 STYLO 01;298;446;1;3380810253566;CLARINS
4 STYLO 02;298;446;1;3380810253573;CLARINS
EYE LINER 01NOIR;202;303;1;3380810314014;CLARINS
BROW DUO 01;205;308;1;3380810387742;CLARINS
BROW DUO 02;205;308;2;3380810387759;CLARINS
BROW DUO 03;205;308;0;3380810387766;CLARINS
HIGHLIGHTER 3 TEINTS;289;434;1;3380810329377;CLARINS
EYE PALETTE ;373;560;0;3380810329353;CLARINS
